"body","PR_ID","acknowledgement","action","apology","citation","code","commit","disagreement","emoji","greeting","offer","opinion","question","request","requirement","statement","suggestion","summon","thank","welcome"
"The Frameworks collection declared in the `release.rb` is missing actiontext and actionmailbox, this means they are skipped when running any tasks that iterated through this collection_x000D_
_x000D_
changes include_x000D_
_x000D_
Breaking up frameworks declaration into multiple lines and put them in order. This should make adding to the list easier and if you need to scan it, they will be in order you would expect_x000D_
_x000D_
Add `package` task to both actiontext and actionmailbox_x000D_
_x000D_
","C 0000285",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"### Summary_x000D_
Add `\s*` for regex of type_map mysql enum._x000D_
_x000D_
```_x000D_
-            limit = sql_type[/^enum\((.+)\)/i, 1]_x000D_
+            limit = sql_type[/^enum\s*\((.+)\)/i, 1]_x000D_
```_x000D_
_x000D_
And set keyword._x000D_
reference: https://github.com/rails/rails/pull/34896#issuecomment-452177230_x000D_
_x000D_
```_x000D_
-            limit = sql_type[/^set\((.+)\)/i, 1]_x000D_
+            limit = sql_type[/^set\s*\((.+)\)/i, 1]_x000D_
```_x000D_
_x000D_
### Other Information_x000D_
#### Environment_x000D_
_x000D_
| tools | version |_x000D_
| --- | --- |_x000D_
| rails | 5.2.2 |_x000D_
| ruby | 2.5.0 |_x000D_
| macOS | maxOS Mojave 10.14.1 |_x000D_
| mysql | 5.7.22 |_x000D_
_x000D_
#### Why_x000D_
I made rails project and add new column of enum type._x000D_
But I have this error when `bundle exec rake db:migrate RAILS_ENV=development` ._x000D_
_x000D_
<details><summary> Error </summary> _x000D_
_x000D_
```shell_x000D_
Caused by:_x000D_
NoMethodError: undefined method `split' for nil:NilClass_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/connection_adapters/abstract_mysql_adapter.rb:591:in `block in initialize_type_map'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/type/type_map.rb:55:in `perform_fetch'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/type/type_map.rb:21:in `block in fetch'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/concurrent-ruby-1.1.4/lib/concurrent/map.rb:193:in `block in fetch_or_store'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/concurrent-ruby-1.1.4/lib/concurrent/map.rb:172:in `fetch'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/concurrent-ruby-1.1.4/lib/concurrent/map.rb:192:in `fetch_or_store'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/type/type_map.rb:20:in `fetch'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/type/type_map.rb:16:in `lookup'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/connection_adapters/abstract/quoting.rb:151:in `lookup_cast_type'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/connection_adapters/abstract/quoting.rb:92:in `quote_default_expression'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/connection_adapters/abstract/schema_creation.rb:19:in `quote_default_expression'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/connection_adapters/abstract/schema_creation.rb:106:in `add_column_options!'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/connection_adapters/mysql/schema_creation.rb:53:in `add_column_options!'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/connection_adapters/abstract/schema_creation.rb:36:in `visit_ColumnDefinition'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/connection_adapters/abstract/schema_creation.rb:16:in `accept'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/connection_adapters/abstract/schema_creation.rb:47:in `block in visit_TableDefinition'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/connection_adapters/abstract/schema_creation.rb:47:in `map'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/connection_adapters/abstract/schema_creation.rb:47:in `visit_TableDefinition'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/connection_adapters/abstract/schema_creation.rb:16:in `accept'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/connection_adapters/abstract/schema_statements.rb:311:in `create_table'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/migration.rb:871:in `block in method_missing'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/migration.rb:840:in `block in say_with_time'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/migration.rb:840:in `say_with_time'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/migration.rb:860:in `method_missing'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/db/migrate/20190108014230_create_items.rb:3:in `change'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/migration.rb:814:in `exec_migration'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/migration.rb:798:in `block (2 levels) in migrate'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/migration.rb:797:in `block in migrate'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/connection_adapters/abstract/connection_pool.rb:416:in `with_connection'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/migration.rb:796:in `migrate'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/migration.rb:977:in `migrate'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/migration.rb:1292:in `block in execute_migration_in_transaction'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/migration.rb:1345:in `ddl_transaction'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/migration.rb:1291:in `execute_migration_in_transaction'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/migration.rb:1263:in `block in migrate_without_lock'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/migration.rb:1262:in `each'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/migration.rb:1262:in `migrate_without_lock'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/migration.rb:1210:in `block in migrate'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/migration.rb:1363:in `with_advisory_lock'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/migration.rb:1210:in `migrate'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/migration.rb:1036:in `up'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/migration.rb:1011:in `migrate'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/tasks/database_tasks.rb:172:in `migrate'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/activerecord-5.2.2/lib/active_record/railties/databases.rake:60:in `block (2 levels) in <main>'_x000D_
$HOME/develop/library/rails-test-project/rails-test-project/vendor/bundle/ruby/2.5.0/gems/rake-12.3.2/exe/rake:27:in `<top (required)>'_x000D_
$HOME/.rbenv/versions/2.5.0/bin/bundle:23:in `load'_x000D_
$HOME/.rbenv/versions/2.5.0/bin/bundle:23:in `<main>'_x000D_
```_x000D_
</details>_x000D_
_x000D_
I confirm my migrate file. It have a space between `ENUM` and `(...)`._x000D_
_x000D_
<details><summary>migration script file</summary>_x000D_
_x000D_
_x000D_
```ruby_x000D_
class CreateItems < ActiveRecord::Migration[5.2]_x000D_
  def change_x000D_
    create_table :items do |t|_x000D_
      t.column   ""my_type"", ""enum ('hoge', 'fuga')"", null: false, default: 'hoge'_x000D_
      t.timestamps_x000D_
    end_x000D_
  end_x000D_
end_x000D_
```_x000D_
</details>_x000D_
_x000D_
But mysql allow a space between `ENUM` and `(...)`._x000D_
So, I tried raw mysql query for CREATE TABLE. And it is created `my_type` enum column._x000D_
_x000D_
<details><summary> Raw query </summary>_x000D_
_x000D_
```mysql_x000D_
CREATE TABLE `test_enum_table` (_x000D_
  `id` bigint(20) NOT NULL AUTO_INCREMENT,_x000D_
  `my_type` enum ('hoge','fuga') NOT NULL DEFAULT 'hoge',_x000D_
  PRIMARY KEY (`id`)_x000D_
) ENGINE=InnoDB DEFAULT CHARSET=utf8mb4 ROW_FORMAT=DYNAMIC;_x000D_
```_x000D_
</details>_x000D_
_x000D_
From the above, I decided to make this PR.","C 0000286",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"### Summary_x000D_
_x000D_
Fixes https://github.com/rails/rails/issues/34811._x000D_
_x000D_
Refactored `ActionController::ParamsWrapper#process_actions` to capture parsing errors._x000D_
_x000D_
cc/ @gmcgibbon ","C 0000287",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"### Summary_x000D_
_x000D_
There was an issues when using `safe_constantize` on a string that has the wrong case._x000D_
_x000D_
File `em.rb` defines `EM`._x000D_
`""Em"".safe_constantize` causes a little confusion with the autoloader._x000D_
The autoloader finds file ""em.rb"", expecting it to define `Em`, but `Em` is not defined._x000D_
The autoloader raises a `LoadError`, which is good, but `safe_constantize` is defined to return `nil` when a class is not found._x000D_
_x000D_
### Before_x000D_
_x000D_
```ruby_x000D_
""Em"".safe_constantize_x000D_
LoadError: Unable to autoload constant Em, expected rails/activesupport/test/autoloading_fixtures/em.rb to define it_x000D_
```_x000D_
_x000D_
### After_x000D_
_x000D_
```ruby_x000D_
""Em"".safe_constantize_x000D_
# => nil_x000D_
```_x000D_
","C 0000288",0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0
"### Summary_x000D_
_x000D_
Fixes https://github.com/rails/rails/issues/34752._x000D_
_x000D_
Allows `ActionController::Params` as argument of `ActiveRecord::Base#exists?`. This works already for `#create` and `#where`, so I think this change makes sense._x000D_
","C 0000289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"### Summary_x000D_
_x000D_
`ActiveJob` exception tests were being run multiple times, one per adapter, but using always the test adapter. This made a bug that happened only for `resque` to go undetected. This PR tackles both issues._x000D_
_x000D_
### More details_x000D_
_x000D_
[`ExceptionsTest` for `ActiveJob` currently extends `ActiveJob::TestCase`](https://github.com/rails/rails/blob/9cfcc067e626f0f1e220cc00a9f96622a936350d/activejob/test/cases/exceptions_test.rb#L7) instead of `ActiveSupport::TestCase` as the other tests. This has the consequence that the test adapter provided for tests was being used always, in all executions where supposedly different adapters were being used. This pull request rewrites the tests so that they can be run without extending `ActiveJob::TestCase`._x000D_
_x000D_
These tests cover the new individual execution counters for exceptions (#34352). We found an issue with these in our app that uses `resque`: the individual counters are stored as `Hash.new(0)`, which after being serialized, stored in Redis, and deserialized, becomes a regular hash without a default value. The tests were passing because they weren't being executed with `resque` at all. This pull request fixes that small bug as well. ","C 0000290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Adds attachments to the form to create new inbound email to make test incoming emails in development._x000D_
_x000D_
This can be useful if the Mailbox is meant to save the attachments from the incoming emails.","C 0000291",1,3,0,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0
"Since #30367, if `no-cache` includes Cache-Control headers, special keys like `public`, `must-revalidate` are ignored._x000D_
But in my understanding, `public` still need in case of want to cache authenticated pages._x000D_
The authenticated pages to be cacheable, but still authenticated for every user, need to specify the `Cache-Control: public, no-cache`._x000D_
_x000D_
For keys other than `public`, I did not know the case where it was necessary to use it in combination with `no-cache`, so I fixed that can be used only for `public`._x000D_
_x000D_
Ref: https://www.mnot.net/cache_docs/#CACHE-CONTROL_x000D_
_x000D_
Fixes #34780.","C 0000292",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Closes #34811 _x000D_
### Summary_x000D_
_x000D_
Refactored the `ensure return super` part of ActionController::ParamsWrapper#process_action by using an explicit rescue for parameter parsing errors._x000D_
_x000D_
r? @rafaelfranca @gmcgibbon ","C 0000293",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"This reverts commit 129f8ac6ffcafb2e6e13c9ef13dda4cc47f5af0d._x000D_
_x000D_
See https://github.com/rails/rails/commit/02d2958b6cd84d687d89112eb7e2306a6a89c082#commitcomment-31849196_x000D_
_x000D_
/cc @georgeclaghorn ","C 0000294",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Since PR#34816 was merged in c6ef670aee186a2880b7be59c4c6892b5c983e58,_x000D_
we should add this option for flexibility, and consistency._x000D_
/cc @georgeclaghorn ","C 0000295",0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0
"- Move some actiontext/README.md content to Action Text Overview guide_x000D_
- I added WIP label to that guide since we definitely want to complement it._x000D_
- Add Action Text to Major Features of Rails 6.0_x000D_
_x000D_
Similar approach was used in #34812_x000D_
/cc @georgeclaghorn ","C 0000296",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"See actiontext/lib/action_text/content.rb:132_x000D_
/cc @georgeclaghorn ","C 0000297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"This comment was autogenerated, see_x000D_
`railties/lib/rails/generators/rails/plugin/templates/%name%.gemspec.tt`_x000D_
Since actiontext is well described in this file, I think we shouldn't_x000D_
keep this comment. Note that this commit is more like cosmetic change,_x000D_
so it is OK if we don't merge this._x000D_
","C 0000298",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"- config.load_defaults 6.0 in the dummy app and_x000D_
  fix the test since by default rails 6.0 configured_x000D_
  does not generate ""utf8"" hidden input, see #32125_x000D_
- Use `ActiveRecord::Migration[6.0]` in the dummy app_x000D_
  since actiontext will be since Rails 6.0_x000D_
- Fix `CreateActiveStorageTables` migration in the dummy app(and for actionmailbox's dummy app)._x000D_
  Add `t.foreign_key :active_storage_blobs, column: :blob_id`_x000D_
  It was added in 2ae3a29508e._x000D_
<strike>- `rails/actiontext$ yarn install`</strike>_x000D_
\cc @georgeclaghorn ","C 0000299",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This text should appear on the page_x000D_
https://api.rubyonrails.org/v6.0/classes/ActionText/RichText.html_x000D_
_x000D_
Related to 86517942e469193e8624d5078d718785552c1270_x000D_
/cc @georgeclaghorn ","C 0000300",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,"C 0000301",0,1,0,0,2,0,0,0,0,0,0,0,0,3,9,1,0,0,0
"Since #34864 removed explicit receiver to clarify the_x000D_
purpose of `delegate_missing_to`, I think it will be_x000D_
better to do the same a few lines above to easier figure_x000D_
out that `delegate_missing_to` defines `method_missing`,_x000D_
`respond_to_missing?` when comparing these examples._x000D_
","C 0000302",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"`Rails.application.config.active_job.return_false_on_aborted_enqueue`_x000D_
should be commented as well._x000D_
","C 0000303",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Related to https://github.com/rails/rails/commit/0d40c62213cf0be58a470637bd364e92c5666402_x000D_
r? @georgeclaghorn ","C 0000304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Related to https://github.com/rails/rails/pull/34817#issuecomment-451508668_x000D_
r? @rafaelfranca ","C 0000305",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"When no environment variables are set the expectation is that we are in development._x000D_
_x000D_
Related to #32699.","C 0000306",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"### Summary_x000D_
_x000D_
Removing the explicit receiver clarifies the purpose of `delegate_missing_to`.","C 0000307",1,3,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0
"Match Action Mailbox, which sets a default queue for each of its two jobs.","C 0000308",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Since #34356 logging `locale` value is more correct_x000D_
","C 0000309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"### Summary_x000D_
_x000D_
[Ruby on Rails Guides](https://guides.rubyonrails.org/) is not SNS-friendly currently. This PR adds [OG meta tags](http://ogp.me/#metadata) to the guides._x000D_
_x000D_
![image](https://user-images.githubusercontent.com/803398/50677858-74331680-103f-11e9-94a8-4e13052f90a1.png)_x000D_
_x000D_
☝️ Twitter Card Preview is unavailable_x000D_
_x000D_
### Other Information_x000D_
_x000D_
After this PR is merged, the Twitter Card looks like:_x000D_
_x000D_
<img width=""592"" alt=""card_validator___twitter_developers"" src=""https://user-images.githubusercontent.com/803398/50678135-9e390880-1040-11e9-840d-27220ed2525c.png"">_x000D_
_x000D_
#### Related PR_x000D_
_x000D_
- https://github.com/rails/weblog/pull/88_x000D_
- https://github.com/rails/weblog/pull/89","C 0000310",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"### Summary_x000D_
_x000D_
Since Ruby 2.6.0 `NilClass#to_d` is returning `BigDecimal` 0.0. This breaks `average` compatibility with prior Ruby versions. This patch makes `average` return `nil` in all Ruby versions when there are no rows._x000D_
_x000D_
### Other Information_x000D_
_x000D_
Reverts #34601_x000D_
Fixes #34850_x000D_
_x000D_
r? @rafaelfranca ","C 0000311",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"### Summary_x000D_
I generated a scaffold controller in a plugin:_x000D_
```_x000D_
$ rails plugin new my-plugin --full_x000D_
$ rails generate scaffold_controller blog --model-name=Post_x000D_
```_x000D_
And I got this buggy result:_x000D_
```_x000D_
# app/controllers/blogs_controller.rb_x000D_
27     redirect_to [, @post], notice: 'Post was successfully created.'_x000D_
36     redirect_to [, @post], notice: 'Post was successfully updated.'_x000D_
```_x000D_
```_x000D_
# test/controllers/blogs_controller_test.rb_x000D_
equire 'test_helper'_x000D_
_x000D_
class BlogsControllerTest < ActionDispatch::IntegrationTest_x000D_
  setup do_x000D_
    @post = posts(:one)_x000D_
  end _x000D_
_x000D_
  test ""should get index"" do_x000D_
    get _posts_url_x000D_
    assert_response :success_x000D_
  end _x000D_
_x000D_
  test ""should get new"" do_x000D_
    get new__post_url_x000D_
    assert_response :success_x000D_
  end _x000D_
_x000D_
  test ""should create post"" do_x000D_
    assert_difference('Post.count') do_x000D_
      post _posts_url, params: { post: {  } } _x000D_
    end _x000D_
_x000D_
    assert_redirected_to post_url(Post.last)_x000D_
  end _x000D_
_x000D_
  test ""should show post"" do_x000D_
    get _post_url(@post)_x000D_
    assert_response :success_x000D_
  end _x000D_
_x000D_
  test ""should get edit"" do_x000D_
    get edit__post_url(@post)_x000D_
    assert_response :success_x000D_
  end _x000D_
_x000D_
  test ""should update post"" do_x000D_
    patch _post_url(@post), params: { post: {  } }_x000D_
    assert_redirected_to post_url(@post)_x000D_
  end_x000D_
_x000D_
  test ""should destroy post"" do_x000D_
    assert_difference('Post.count', -1) do_x000D_
      delete _post_url(@post)_x000D_
    end_x000D_
_x000D_
    assert_redirected_to _posts_url_x000D_
  end_x000D_
end_x000D_
```_x000D_
I mean to fix this bug with my changes in this pull request._x000D_
Now I get these results:_x000D_
```_x000D_
# app/controllers/blogs_controller.rb_x000D_
27     redirect_to [@post], notice: 'Post was successfully created.'_x000D_
36     redirect_to [@post], notice: 'Post was successfully updated.'_x000D_
```_x000D_
```_x000D_
# test/controllers/blogs_controller_test.rb_x000D_
equire 'test_helper'_x000D_
_x000D_
class BlogsControllerTest < ActionDispatch::IntegrationTest_x000D_
  setup do_x000D_
    @post = posts(:one)_x000D_
  end _x000D_
_x000D_
  test ""should get index"" do_x000D_
    get posts_url_x000D_
    assert_response :success_x000D_
  end _x000D_
_x000D_
  test ""should get new"" do_x000D_
    get new_post_url_x000D_
    assert_response :success_x000D_
  end _x000D_
_x000D_
  test ""should create post"" do_x000D_
    assert_difference('Post.count') do_x000D_
      post posts_url, params: { post: {  } } _x000D_
    end _x000D_
_x000D_
    assert_redirected_to post_url(Post.last)_x000D_
  end _x000D_
_x000D_
  test ""should show post"" do_x000D_
    get post_url(@post)_x000D_
    assert_response :success_x000D_
  end _x000D_
_x000D_
  test ""should get edit"" do_x000D_
    get edit_post_url(@post)_x000D_
    assert_response :success_x000D_
  end _x000D_
_x000D_
  test ""should update post"" do_x000D_
    patch post_url(@post), params: { post: {  } } _x000D_
    assert_redirected_to post_url(@post)_x000D_
  end_x000D_
_x000D_
  test ""should destroy post"" do_x000D_
       assert_difference('Post.count', -1) do_x000D_
       delete post_url(@post)_x000D_
    end_x000D_
_x000D_
    assert_redirected_to posts_url_x000D_
  end_x000D_
end_x000D_
```","C 0000312",0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0
"Add section ""Results of `load_defaults`"" to the guide._x000D_
_x000D_
<strike>_x000D_
We should talk about the default values of configurations in_x000D_
the context of a newly generated rails app on the specific version._x000D_
New rails apps are generated with config.load_defaults 6.0 in config/application.rb,_x000D_
so `config.active_job.return_false_on_aborted_enqueue` is set to `true`._x000D_
Related to https://github.com/rails/rails/commit/884310fdd031ed8121944f9ea07c8b7723c4e6b6#r31819118, https://github.com/rails/rails/pull/33172#discussion_r196960655_x000D_
_x000D_
Similar case https://github.com/rails/rails/commit/c8a22bb9eef2654c87a0fdb9139d868caf482ec0_x000D_
_x000D_
Also, I think it isn't a good idea to talk about previous Rails versions_x000D_
in the current guide since we use versions for guides and if users want to_x000D_
know how something works on a previous version of Rails, they should read_x000D_
the guides of the specific version._x000D_
</strike>","C 0000313",0,0,0,0,2,0,0,0,0,0,1,0,0,1,3,0,1,1,0
"Use Bundler 2.0 on localhost as well._x000D_
_x000D_
Related to #34849, https://bundler.io/blog/2019/01/03/announcing-bundler-2.html._x000D_
_x000D_
/cc @y-yagi","C 0000314",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"`bundler` 2.0 only supports Ruby >= 2.3.0. So fall back to the old_x000D_
version when failed to install._x000D_
_x000D_
Ref: https://travis-ci.org/rails/rails/jobs/474466077#L1149-L1151","C 0000315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Don't need to specify the version because Bundler 2.0 released._x000D_
Ref: https://bundler.io/blog/2019/01/03/announcing-bundler-2.html_x000D_
","C 0000316",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"### Summary_x000D_
_x000D_
Reaper calls `reap` first, and `flush` only after._x000D_
_x000D_
This makes the test depend on the threads switching (which produce random failures, e.g. https://travis-ci.org/rails/rails/jobs/474561814)","C 0000317",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
"### Summary_x000D_
_x000D_
Follow-up for https://github.com/rails/rails/pull/33659._x000D_
_x000D_
That's the final part of [`action-cable-testing`](https://github.com/palkan/action-cable-testing) merging._x000D_
_x000D_
Connection tests are written as follows:_x000D_
1. First, one uses the `connect` method to simulate connection establishment (= `connect` callback invocation)._x000D_
2. Then, one asserts whether the current state is as expected. ""State"" here means connection identifiers or whether connection has been authorized  or not._x000D_
_x000D_
For example:_x000D_
_x000D_
```ruby_x000D_
class ApplicationCable::Connection < ActionCable::Connection::Base_x000D_
  identified_by :user_id_x000D_
_x000D_
  def connect_x000D_
    self.user_id = request.params[:user_id] || cookies.signed[:user_id]_x000D_
    reject_unauthorized_connection if user_id.nil?_x000D_
  end_x000D_
_x000D_
  def disconnect_x000D_
    ActionCable.server.broadcast ""users_presence"", { id: user_id, event: ""left"" }_x000D_
  end_x000D_
end_x000D_
_x000D_
class ApplicationCable::ConnectionTest < ActionCable::Connection::TestCase_x000D_
  def test_connects_with_params_x000D_
    # Simulate a connection opening_x000D_
    connect params: { user_id: 42 }_x000D_
_x000D_
    assert_equal connection.user_id, ""42""_x000D_
  end_x000D_
_x000D_
  def test_connects_with_cookies_x000D_
    # the same API as for integrations tests_x000D_
    cookies.signed[:user_id] = 42_x000D_
_x000D_
    # just call connect without any arguments_x000D_
    connect_x000D_
_x000D_
    assert_equal connection.user_id, ""42""_x000D_
  end_x000D_
_x000D_
  def test_reject_connection_x000D_
    assert_reject_connection { connect }_x000D_
  end_x000D_
end_x000D_
```_x000D_
_x000D_
You can also specify cookies, headers, Rack–all the options available for integration tests–plus session_x000D_
_x000D_
### Other Information_x000D_
_x000D_
This PR doesn't contain a changelog entry intentionally (as the previous two): I'll add a change log in another PR, in which I'd like to update a testing guide as well._x000D_
","C 0000318",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"We've switched from `Test::Unit::TestCase` to `ActiveSupport::TestCase`_x000D_
since Rails 2.3._x000D_
See https://edgeguides.rubyonrails.org/2_3_release_notes.html#other-railties-changes","C 0000319",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Replace `config.active_storage.queue` with `config.active_storage.queues.analysis` and `config.active_storage.queues.purge`. Prefer `config.active_storage.queue` when it’s set, emitting a deprecation warning._x000D_
_x000D_
Match Action Mailbox, which similarly allows configuring each of its two jobs to use different queues.","C 0000320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
